Week,Date,Apple,Arhar,Atta,Bajra,Banana,Besan,Biscuit,BlackPepper,Bread,Brinjal,Butter,Chicken,Coconut,CoconutOil,Coffee,Coriander,CumminSeed,Eggs,Fish,Ghee,GingellyOil,Gram,GroundnutOil,Gur,Jowar,Maida,Maize,Masur,Meat,Milk,Moong,MustardOil,Onion,Potato,Ragi,RedChillies,Rice,Salt,Sugar,Suji,Tea,Tomato,Turmeric,Urad,Vanaspati,Wheat
284,2019-11-25,134.66,100.07,29.72,25.42,44.3,79.95,8.34,652.88,28.28,25.71,45.87,182.31,101.64,264.64,1057.05,24.56,229.56,60.64,295.0,513.98,214.04,67.69,167.28,49.57,32.81,32.13,25.76,77.35,600.24,49.09,107.67,144.41,39.1,17.04,37.18,27.81,49.94,15.39,39.39,38.3,190.93,19.55,23.6,105.09,105.72,28.85
285,2019-12-02,139.82,99.11,29.63,24.91,43.2,80.23,8.32,680.39,28.51,28.75,46.67,178.33,100.76,257.3,1062.23,24.34,228.63,62.24,304.46,517.81,216.72,68.38,164.02,49.57,32.72,32.5,25.75,79.84,593.62,49.12,108.36,142.54,40.01,18.08,37.88,27.18,49.74,15.3,38.88,38.41,190.32,22.09,22.13,104.01,103.91,28.12
286,2019-12-09,132.58,98.08,29.07,24.67,44.46,81.53,8.21,649.24,28.59,28.58,45.91,176.98,98.82,262.11,1021.97,25.12,238.03,62.97,298.86,513.84,209.94,66.49,161.74,48.9,32.4,32.56,26.04,77.89,590.09,48.92,107.01,139.82,41.56,20.27,38.37,26.85,49.34,15.17,38.6,37.98,185.74,22.67,22.55,104.82,102.54,28.61
287,2019-12-16,135.13,100.65,29.99,24.49,43.27,79.2,8.24,647.63,28.39,29.34,46.26,177.07,100.75,260.03,1038.39,23.86,229.04,61.45,302.42,518.11,214.83,65.79,163.19,47.73,31.72,32.29,25.47,78.17,582.44,47.78,106.8,140.06,40.62,21.21,37.64,27.47,49.53,14.56,37.8,37.54,191.33,24.77,22.81,104.04,101.19,28.29
288,2019-12-23,135.92,99.5,29.64,24.51,43.49,78.17,8.14,651.3,28.72,28.71,45.39,177.32,99.43,258.7,1042.46,23.99,227.71,61.77,296.18,505.03,214.06,66.17,161.81,47.24,32.61,32.72,26.33,76.86,578.99,48.31,104.79,139.36,42.71,22.43,37.19,27.27,49.13,15.08,38.2,37.54,189.88,24.95,22.68,106.09,101.98,28.05
289,2019-12-30,134.99,97.66,29.11,24.4,43.37,78.4,8.3,660.9,27.62,29.56,45.86,177.98,100.78,263.82,1025.43,23.61,222.0,60.9,293.45,503.73,212.9,67.35,162.62,48.09,32.77,32.37,25.94,78.09,590.27,49.32,102.05,140.02,44.0,24.5,36.68,26.75,49.03,14.99,37.42,38.37,188.16,25.61,22.54,104.89,101.73,27.69
290,2020-01-06,133.08,97.39,29.11,24.49,42.87,76.64,8.29,649.84,28.23,31.62,46.37,175.24,99.61,257.95,1055.35,24.24,227.41,61.6,296.52,497.06,209.94,64.73,162.72,47.66,31.93,31.93,25.74,77.23,593.53,47.85,103.49,140.25,46.28,23.67,36.81,26.8,48.38,14.87,37.76,37.78,191.09,26.57,22.1,104.79,100.44,27.82
291,2020-01-13,133.4,98.26,29.09,24.42,43.23,77.43,7.98,641.81,27.52,31.98,45.82,176.11,99.83,257.1,1023.43,24.4,226.94,60.94,294.33,501.05,201.61,64.4,163.5,47.66,31.98,31.93,25.28,75.64,581.56,47.92,103.42,138.44,45.09,24.52,37.3,26.7,49.26,14.46,36.99,37.85,184.16,30.18,22.53,106.22,101.75,27.84
292,2020-01-20,132.6,100.36,28.14,24.3,42.44,77.52,8.05,639.33,28.3,31.56,45.11,178.0,98.2,259.07,1028.42,24.32,229.27,60.18,290.67,508.32,207.16,65.89,161.07,47.41,31.78,31.87,25.81,75.01,576.83,47.68,102.77,142.26,46.22,23.42,37.48,26.69,48.23,14.6,38.2,37.02,185.55,28.36,22.33,103.75,98.89,28.06
293,2020-01-27,132.15,97.96,28.75,24.38,43.13,77.29,7.98,632.03,27.98,32.22,45.39,174.54,98.45,260.39,1033.77,24.1,221.56,61.86,298.82,509.35,206.73,65.38,163.74,49.09,31.84,31.83,25.06,74.47,568.72,47.85,103.27,137.72,46.31,24.85,37.08,26.77,47.53,14.49,36.38,35.95,184.51,25.77,22.05,105.35,100.09,27.33
294,2020-02-03,134.3,96.37,28.52,24.57,41.67,77.78,8.05,635.23,28.1,33.22,45.01,173.97,98.47,257.93,1017.89,23.58,220.54,61.4,291.66,506.47,205.41,65.63,162.28,46.2,31.53,30.83,25.05,76.05,576.76,47.47,103.58,141.68,47.02,23.5,37.26,26.75,47.79,14.31,37.82,37.04,185.51,27.06,22.0,106.09,100.89,27.49
295,2020-02-10,133.29,97.71,28.35,24.45,42.48,76.83,8.09,599.56,27.65,31.95,45.08,169.29,99.82,261.28,1001.07,23.48,226.56,60.06,287.45,489.17,208.0,66.26,159.34,45.62,31.52,31.42,25.07,76.31,581.5,48.04,103.96,141.31,46.56,23.51,37.19,26.6,47.98,14.66,37.08,36.82,186.05,27.07,21.79,103.57,99.75,27.56
296,2020-02-17,131.41,97.61,28.59,23.65,43.51,78.52,7.95,622.18,28.33,29.66,44.83,166.4,100.66,259.52,1017.76,23.02,228.0,60.88,297.61,506.16,206.36,65.1,164.36,47.17,31.86,30.88,25.22,76.27,591.26,47.83,102.22,140.8,44.81,22.67,37.08,26.55,48.77,14.5,36.72,37.36,186.71,28.11,21.57,104.96,99.76,27.75
297,2020-02-24,133.99,94.79,29.37,23.3,41.68,77.5,8.0,626.74,28.25,29.68,44.89,173.42,97.97,252.29,1035.39,24.21,219.2,60.86,291.63,488.27,205.17,64.09,161.08,46.61,32.41,32.01,25.16,75.36,586.15,48.14,99.84,138.32,43.66,22.76,36.59,26.7,48.07,15.12,37.03,38.75,184.72,25.98,22.21,103.73,99.81,27.18
298,2020-03-02,132.99,97.85,28.91,24.39,41.85,77.5,7.99,610.71,28.1,28.1,45.11,172.2,100.04,256.85,1018.54,23.69,227.82,60.93,291.39,504.86,204.53,67.05,159.11,47.06,30.93,31.44,24.71,74.2,584.44,47.08,101.8,139.97,42.59,19.85,36.95,26.83,47.97,14.61,37.32,37.5,183.42,22.38,22.22,105.17,98.98,27.03
299,2020-03-09,133.89,97.7,28.45,23.68,42.57,77.27,8.11,626.98,27.89,27.41,44.41,171.22,96.61,257.0,1012.77,23.37,224.35,59.06,287.85,497.46,205.51,64.81,163.58,47.24,31.45,31.4,24.68,74.71,581.03,47.51,102.55,137.57,41.98,18.01,36.55,26.7,47.31,14.88,37.66,38.49,189.63,24.79,21.54,102.19,101.45,27.74
300,2020-03-16,133.7,98.88,28.91,24.06,42.39,77.79,8.11,620.51,28.15,26.35,44.43,173.14,97.79,260.13,1035.72,23.98,227.94,61.28,299.6,504.43,210.53,64.84,164.52,47.76,31.05,31.88,25.14,76.73,580.82,47.63,104.29,141.12,40.85,18.71,36.95,27.19,48.64,14.37,37.1,37.48,191.52,20.55,21.78,102.21,98.91,26.99
301,2020-03-23,131.46,100.35,29.27,23.79,42.55,78.51,8.04,642.23,27.78,25.31,44.27,172.62,98.2,252.26,1021.67,23.26,224.33,60.09,290.22,492.84,206.12,66.56,161.11,45.84,32.19,31.72,25.2,75.05,593.26,48.09,101.88,139.83,40.77,18.32,37.14,27.03,47.79,14.58,36.47,36.95,186.33,20.66,21.81,103.9,100.67,28.02
302,2020-03-30,132.16,99.71,29.14,23.63,42.7,77.15,8.14,641.04,28.34,23.76,44.23,175.74,97.98,266.68,1021.41,23.75,216.58,60.37,295.2,508.95,206.89,65.58,160.62,46.58,31.39,31.12,24.81,75.85,587.64,47.46,103.58,139.59,39.87,17.2,37.78,26.43,48.22,14.72,37.05,37.49,184.51,16.71,21.88,103.49,100.97,27.56
303,2020-04-06,134.64,98.34,28.87,24.43,42.88,77.52,8.09,620.04,28.66,24.05,44.56,173.65,97.97,261.92,1031.98,23.61,224.9,62.92,298.7,494.18,207.52,65.97,161.59,47.37,31.13,31.64,24.4,74.7,575.95,48.57,103.5,138.67,39.38,17.41,36.62,27.15,49.34,14.57,38.1,38.26,190.29,14.3,21.96,104.2,99.57,27.13
304,2020-04-13,134.77,97.64,28.68,24.56,43.28,78.05,8.14,625.03,28.55,23.18,45.49,172.13,100.41,261.63,1042.51,23.94,229.5,61.2,297.93,500.38,210.19,66.57,163.59,47.74,32.03,31.61,24.99,76.43,585.81,48.86,103.43,137.13,39.52,16.25,37.47,27.25,48.85,14.7,37.94,38.39,183.79,14.74,22.29,104.85,101.08,27.58
305,2020-04-20,134.14,102.2,29.28,24.22,42.99,77.37,8.36,627.78,28.06,20.86,45.01,176.8,100.05,265.22,1065.68,23.78,223.74,60.83,297.3,499.97,211.15,67.23,165.09,48.88,32.57,31.12,25.39,75.81,586.62,47.74,105.0,139.8,39.83,15.15,38.0,27.01,47.64,14.79,37.81,37.35,187.04,12.24,21.83,106.33,100.21,27.97
306,2020-04-27,134.84,99.64,29.27,23.67,42.74,78.11,8.36,625.9,28.51,25.19,46.0,174.54,101.04,269.24,1050.03,23.41,226.2,59.58,292.99,497.14,202.66,66.39,164.42,48.18,32.25,31.67,25.94,77.7,590.43,48.19,103.12,143.61,38.4,13.66,37.83,26.77,47.72,14.83,37.88,37.88,186.83,18.35,21.88,105.32,103.33,27.75
307,2020-05-04,137.28,99.96,29.57,24.4,43.46,78.71,8.12,635.45,28.08,24.6,45.89,176.98,101.75,266.26,1058.06,24.0,227.79,62.71,297.0,510.25,214.16,68.04,164.21,47.65,32.19,32.01,24.88,77.7,598.95,48.35,103.64,141.8,39.52,15.61,38.0,27.34,48.99,15.27,37.97,37.21,186.44,16.45,22.61,105.2,100.67,28.05
308,2020-05-11,134.71,100.32,29.59,24.8,44.39,80.24,8.37,627.83,28.8,23.81,44.9,175.31,101.69,267.5,1041.64,24.42,219.73,60.76,301.42,522.65,216.11,65.55,167.28,47.27,32.4,32.17,25.28,76.65,597.43,50.4,104.86,142.72,38.81,17.11,38.05,27.45,48.46,15.06,38.38,38.45,189.31,15.72,22.17,106.2,101.66,28.42
309,2020-05-18,137.18,100.99,29.87,24.32,43.34,80.02,8.4,626.73,28.88,24.84,46.64,175.67,102.53,266.39,1039.61,24.17,235.86,61.3,299.49,530.01,210.47,68.01,164.8,47.71,32.94,31.73,25.41,77.38,600.01,48.81,104.43,144.59,40.84,16.56,38.5,27.22,49.86,15.15,37.66,38.96,188.72,18.17,22.03,106.14,101.41,28.21
310,2020-05-25,136.54,101.03,29.4,24.95,43.03,80.3,8.24,648.91,28.25,24.67,46.94,178.22,102.17,266.77,1057.66,24.55,228.41,62.12,304.0,516.7,211.62,67.1,167.85,47.91,32.18,32.98,26.2,77.28,610.45,50.26,106.52,146.98,41.62,17.71,37.67,27.23,49.69,15.22,37.34,38.4,191.67,18.96,22.37,106.4,101.69,28.07
311,2020-06-01,137.13,100.99,30.24,25.0,44.5,81.24,8.48,652.18,28.6,28.14,46.09,178.87,101.41,267.02,1062.91,24.06,234.16,63.81,306.87,525.16,213.95,69.06,166.27,49.02,32.62,32.6,25.79,76.7,601.49,48.76,105.29,146.86,42.58,18.95,37.71,27.78,50.0,15.3,38.31,38.24,192.57,20.69,22.52,106.05,105.7,28.42
312,2020-06-08,139.94,101.47,29.95,25.3,43.96,80.71,8.59,639.83,29.02,29.35,47.13,180.81,104.28,267.23,1052.99,24.51,233.3,63.58,309.12,522.13,214.13,68.43,168.24,48.97,32.64,32.81,25.58,77.68,618.71,49.14,107.11,143.94,42.87,18.73,38.46,27.86,49.67,15.24,38.0,38.91,191.89,22.69,23.21,108.58,104.9,29.16
313,2020-06-15,140.1,102.51,30.81,25.27,42.92,81.54,8.36,661.58,29.14,28.87,46.59,179.86,102.95,268.76,1068.92,24.43,238.86,63.12,303.33,526.07,217.68,68.12,168.02,48.09,32.5,33.12,26.27,79.19,606.77,49.54,107.14,143.07,43.28,21.06,37.73,27.92,51.46,15.27,38.05,39.11,193.37,22.29,23.12,108.28,104.88,29.38
314,2020-06-22,140.7,102.37,29.88,25.04,44.96,81.45,8.41,648.16,28.97,30.6,47.37,176.95,103.02,268.12,1080.73,24.99,237.13,63.78,315.78,523.27,212.93,69.42,168.84,48.94,32.98,32.77,26.02,79.69,613.66,49.67,108.07,150.35,43.67,22.82,39.31,28.15,52.39,15.43,38.42,39.12,194.58,22.85,23.29,110.63,104.38,28.21
315,2020-06-29,142.12,102.61,30.95,25.83,44.31,82.12,8.65,660.89,29.62,30.72,46.77,181.09,104.27,272.65,1084.83,24.86,236.07,63.33,312.42,528.76,216.05,69.88,168.98,50.09,33.69,33.43,25.82,79.85,614.03,50.22,107.6,150.82,45.71,22.11,39.47,27.95,50.62,15.67,40.36,39.34,197.91,25.9,23.29,108.14,106.71,29.42
316,2020-07-06,140.56,103.97,30.48,25.51,44.77,81.69,8.61,670.01,29.69,30.1,46.66,184.78,103.89,269.42,1091.02,25.19,234.9,64.19,311.16,532.99,223.95,69.97,172.66,49.93,33.61,33.23,26.06,79.7,618.76,50.17,108.22,148.19,47.77,21.95,38.93,28.27,51.23,15.73,39.23,39.33,196.43,26.74,23.43,109.69,105.06,29.25
317,2020-07-13,142.2,103.96,30.28,25.65,45.21,80.35,8.67,663.46,29.66,31.38,47.67,182.9,104.83,275.48,1092.56,25.42,241.45,64.39,315.89,528.28,218.31,68.98,169.68,50.28,33.77,33.13,27.18,81.35,622.9,50.3,109.26,146.5,46.73,23.28,39.11,28.68,51.27,15.54,39.51,40.05,199.53,26.52,23.02,112.99,107.41,29.6
318,2020-07-20,141.06,106.36,30.45,25.46,45.29,82.7,8.68,671.29,29.58,32.1,48.0,183.7,106.02,275.84,1086.6,25.38,233.49,65.34,321.15,533.22,224.83,69.64,170.27,50.34,33.7,33.87,26.76,80.71,625.01,51.64,109.81,150.48,47.95,21.7,39.37,28.51,51.23,15.78,38.78,40.07,199.67,29.18,23.25,110.03,105.79,29.19
319,2020-07-27,142.58,101.91,30.62,25.7,45.75,84.37,8.71,662.95,30.27,31.59,48.0,187.24,106.37,277.23,1090.11,25.32,242.62,65.56,309.81,535.09,223.22,70.23,175.82,51.38,33.96,34.37,26.74,81.67,620.26,51.84,109.88,149.32,48.04,23.8,39.55,28.19,51.03,15.66,38.57,39.37,200.29,26.12,23.09,111.25,106.42,28.86
320,2020-08-03,142.24,106.54,30.99,25.64,45.19,84.17,8.56,668.35,30.55,31.54,47.68,183.74,105.34,276.26,1084.87,24.98,237.55,65.36,314.69,542.03,218.18,70.41,174.34,50.55,33.53,34.15,26.68,79.23,620.01,51.83,112.62,149.75,46.89,23.63,39.7,28.65,51.02,15.75,39.25,39.48,202.83,25.2,23.4,110.39,108.42,29.77
321,2020-08-10,142.99,106.99,31.11,25.93,45.88,84.42,8.83,669.81,29.94,31.16,48.26,182.23,106.06,286.65,1124.63,25.37,245.92,64.84,308.52,531.96,225.18,71.19,168.94,50.23,33.81,34.31,26.96,77.11,642.43,51.72,109.09,151.7,47.82,24.16,39.98,28.54,51.12,15.69,40.59,39.94,197.33,26.02,23.73,110.52,108.83,29.31
322,2020-08-17,144.12,103.39,30.75,26.58,45.5,84.85,8.86,665.12,29.96,30.47,48.75,185.9,108.0,282.69,1105.12,25.25,242.79,65.86,317.59,539.28,223.68,69.27,172.5,49.96,34.09,33.78,27.0,81.82,626.83,51.58,110.62,151.18,43.6,21.91,39.77,29.02,52.21,15.78,40.06,40.5,199.31,23.79,23.61,114.3,108.74,29.22
323,2020-08-24,142.02,105.58,31.01,25.65,46.18,83.98,8.73,672.11,30.37,29.72,48.65,185.42,107.57,276.26,1104.13,25.35,244.75,65.3,318.75,552.12,223.17,71.17,170.66,50.85,34.18,33.38,27.04,80.1,634.87,51.32,108.67,149.11,44.24,21.56,40.31,29.09,51.71,16.09,40.27,40.29,205.0,23.94,24.01,112.82,106.95,29.29
324,2020-08-31,147.04,105.7,31.88,25.6,46.15,84.2,8.76,657.57,30.14,27.77,48.84,184.48,109.45,280.67,1096.92,25.37,243.12,64.58,317.91,548.32,225.3,70.8,172.43,49.01,34.24,34.72,27.0,81.49,622.74,51.13,111.54,150.67,43.59,19.53,40.16,28.51,50.46,15.88,40.38,39.96,200.41,21.06,23.28,112.94,107.82,30.0
325,2020-09-07,142.01,104.6,31.74,26.6,45.23,83.55,8.62,669.04,30.24,27.02,48.38,186.48,108.6,278.76,1145.75,25.18,237.16,65.17,316.26,549.93,226.08,70.46,168.81,50.61,34.09,34.98,27.3,81.43,631.18,51.94,109.51,152.36,42.7,18.93,39.76,29.29,52.42,15.9,39.67,40.42,194.44,20.13,23.79,110.81,108.65,29.86
326,2020-09-14,141.72,105.39,31.25,26.07,46.46,83.87,8.83,670.83,30.55,25.48,49.47,188.08,108.64,277.91,1096.68,24.86,240.09,65.58,311.95,542.17,226.78,70.58,174.18,50.59,34.0,34.77,26.97,83.47,632.67,51.07,110.7,152.23,42.71,16.94,40.6,28.73,52.13,15.62,40.75,40.15,200.75,21.33,23.26,113.38,107.49,30.1
327,2020-09-21,145.65,105.02,31.09,25.92,45.45,84.72,8.83,670.26,29.69,26.47,48.09,186.82,105.94,277.17,1104.71,25.28,245.01,66.23,319.92,543.99,227.99,70.99,172.49,49.74,35.4,33.98,26.56,82.15,636.49,51.17,110.53,151.89,41.76,17.08,39.49,29.56,53.0,15.82,39.61,40.72,201.53,17.34,23.66,114.38,110.17,30.06
328,2020-09-28,144.97,108.29,31.1,26.44,46.22,85.23,8.77,669.13,30.73,22.92,49.03,187.41,108.26,281.96,1114.75,25.54,243.06,65.3,323.42,547.91,225.84,68.43,174.58,49.99,34.49,33.61,26.66,81.82,618.4,52.41,111.36,152.92,41.05,16.13,40.01,29.06,52.34,15.83,40.69,40.44,194.82,15.69,23.84,114.34,105.59,29.66
329,2020-10-05,144.56,107.28,31.25,25.9,45.88,83.98,8.88,669.4,30.31,25.05,49.39,190.75,107.33,278.91,1116.18,25.0,246.02,64.39,316.62,550.87,220.93,70.57,171.58,51.12,34.27,33.61,26.09,82.42,634.89,52.8,110.04,150.85,40.59,15.94,40.43,28.67,51.1,15.71,40.09,40.08,204.08,16.98,23.51,113.68,107.47,29.75
330,2020-10-12,144.38,107.56,30.57,26.62,46.68,83.62,8.72,673.23,30.12,24.76,48.9,185.29,106.71,283.18,1119.32,25.4,242.94,65.31,319.72,528.98,223.0,70.37,174.43,50.6,33.97,33.29,27.57,81.76,627.14,51.86,109.78,151.56,38.85,14.68,39.69,28.67,50.54,15.84,38.77,40.29,198.88,13.73,23.7,111.36,107.67,29.55
331,2020-10-19,143.07,106.77,30.81,26.21,45.32,83.91,8.79,675.12,30.18,23.04,48.41,186.37,107.38,283.01,1128.15,25.96,237.79,65.22,312.83,532.01,231.6,71.34,173.38,50.38,33.82,33.89,27.04,80.67,635.17,52.19,112.41,145.9,38.43,15.01,40.07,29.1,51.4,15.73,39.24,40.73,201.01,13.76,23.18,112.97,104.69,29.61
332,2020-10-26,141.31,104.46,30.19,25.79,45.12,84.32,8.62,655.8,30.15,21.03,48.11,184.02,108.07,283.71,1110.01,25.6,237.64,65.13,318.96,546.89,225.29,70.22,176.49,50.37,33.88,34.52,26.31,82.1,626.81,51.3,110.5,150.21,39.84,14.63,40.11,28.82,51.34,15.79,38.55,39.74,199.24,15.16,22.9,113.21,106.24,29.28
333,2020-11-02,142.59,104.94,30.9,26.55,45.18,82.33,8.7,646.77,29.54,23.23,48.9,182.68,107.41,277.35,1088.31,25.73,239.82,65.55,315.66,536.13,229.08,70.53,176.06,50.05,33.97,33.7,26.42,79.49,627.13,50.55,109.0,151.83,39.26,14.85,39.45,28.86,52.2,15.76,40.04,40.11,196.2,15.85,23.51,109.99,108.45,29.68
334,2020-11-09,140.97,105.88,30.9,25.61,44.85,81.39,8.66,645.28,30.53,23.97,47.32,182.72,105.72,280.46,1095.57,25.24,230.95,65.43,313.86,532.45,225.93,71.7,174.65,50.67,33.02,33.79,26.18,80.76,629.61,51.57,109.09,149.75,38.99,15.63,39.7,29.32,51.45,15.53,39.24,39.77,196.17,16.77,23.8,110.56,107.47,29.84
335,2020-11-16,143.32,103.64,30.37,25.95,45.35,82.75,8.68,647.87,29.98,23.84,47.44,182.34,107.26,280.39,1099.7,25.41,243.22,63.93,313.19,527.53,222.25,71.13,172.36,49.68,33.05,34.13,26.9,78.45,624.2,51.4,111.39,149.32,41.87,16.24,39.58,28.54,52.01,15.58,37.87,39.89,195.9,15.37,22.87,112.74,109.06,29.09
336,2020-11-23,141.03,105.6,31.06,25.73,43.71,81.95,8.59,645.75,30.04,25.13,47.62,183.67,105.53,276.89,1118.45,24.69,238.17,63.69,313.67,530.28,221.72,70.89,176.02,48.36,33.32,33.27,25.65,80.03,626.47,50.97,108.34,148.09,43.12,17.64,39.32,28.7,50.28,15.62,39.14,39.24,200.11,18.0,23.47,112.44,108.73,29.74
337,2020-11-30,139.46,104.22,29.87,25.96,43.87,82.37,8.59,637.51,30.12,27.88,48.42,187.72,106.22,275.54,1072.42,24.62,239.76,63.12,315.45,523.61,220.13,69.65,169.47,50.31,33.55,34.18,26.12,79.7,621.28,50.64,107.3,150.9,44.26,17.82,40.41,29.05,51.56,15.78,38.47,39.48,196.51,18.02,23.01,109.18,107.09,29.23
338,2020-12-07,139.85,103.77,29.67,25.95,43.68,82.47,8.66,628.03,29.4,28.17,47.75,179.73,105.4,281.35,1101.4,23.84,229.45,64.3,309.19,543.18,214.94,70.26,169.33,49.21,33.26,34.04,25.91,80.97,616.52,51.19,106.89,149.83,44.16,18.59,39.03,28.62,51.22,15.56,37.78,39.83,194.95,19.18,22.49,111.73,106.63,29.18
339,2020-12-14,140.63,104.74,30.21,25.38,44.72,81.98,8.5,633.43,29.81,27.82,46.8,179.75,105.25,277.08,1085.54,25.03,237.77,64.67,311.41,528.82,218.84,69.49,171.24,48.31,33.84,33.03,26.14,77.15,631.71,49.89,106.67,149.9,45.59,19.71,39.67,27.96,49.3,15.34,39.35,38.71,193.3,22.58,22.47,110.57,106.02,28.4
340,2020-12-21,138.57,104.15,30.42,25.05,45.0,83.47,8.36,636.68,29.49,28.21,47.02,179.9,106.07,277.61,1090.54,25.05,240.03,63.02,311.82,527.07,221.28,69.34,174.93,47.63,32.56,32.72,25.67,77.87,617.4,49.87,106.2,145.6,47.23,20.17,38.99,28.54,51.25,15.49,38.31,38.39,197.75,21.81,22.73,111.11,102.44,28.27
341,2020-12-28,137.71,102.94,30.56,25.35,43.72,82.25,8.67,637.58,29.77,30.18,46.69,180.33,103.88,273.18,1075.88,24.27,227.3,62.87,307.67,529.49,215.84,69.62,170.27,48.58,32.75,33.15,24.91,79.09,622.76,49.59,104.84,147.68,46.41,21.27,38.6,27.95,50.3,15.68,37.93,38.28,197.77,23.85,22.51,109.1,103.67,28.87
342,2021-01-04,139.08,104.44,29.64,24.91,43.51,82.04,8.61,621.6,28.73,30.97,46.49,179.39,106.9,271.62,1063.86,24.28,233.3,64.04,316.41,530.36,217.86,68.7,169.96,48.02,33.55,32.6,25.38,78.27,627.14,50.09,104.69,147.18,48.62,23.9,39.01,28.68,50.32,15.49,37.71,38.22,196.5,24.57,22.15,110.39,105.19,29.01
343,2021-01-11,138.71,101.62,30.14,25.68,43.5,82.14,8.32,619.92,29.33,32.07,47.34,181.23,102.62,272.91,1080.94,24.04,229.88,63.07,307.19,528.97,218.42,70.12,167.45,49.02,32.92,32.16,25.0,77.83,618.47,49.28,104.76,146.89,48.44,21.89,39.16,27.92,49.37,15.38,36.95,38.96,194.29,23.75,21.95,110.38,105.56,28.41
344,2021-01-18,137.13,103.36,29.62,25.03,44.02,80.41,8.5,611.32,29.11,31.42,45.84,171.87,103.77,273.72,1077.39,24.33,223.97,62.84,307.25,528.58,213.25,68.75,171.34,47.5,33.14,33.09,25.3,76.35,616.54,49.4,106.44,146.12,49.27,22.63,39.2,29.04,50.6,15.38,36.93,37.89,193.31,26.37,22.14,108.7,104.94,29.16
345,2021-01-25,136.9,103.16,29.5,24.81,42.63,82.22,8.36,618.34,29.39,32.32,47.48,171.49,104.67,270.88,1079.28,24.51,230.0,61.37,305.8,517.27,213.98,69.22,171.12,47.0,33.53,32.99,25.74,76.52,621.98,49.29,104.79,146.32,48.7,22.51,39.41,28.53,48.91,15.48,38.24,38.34,189.26,25.85,22.4,108.96,103.32,28.77
346,2021-02-01,137.83,101.97,29.84,24.93,43.23,81.12,8.42,607.04,29.36,33.31,46.93,175.58,104.79,273.46,1065.4,23.51,230.51,62.75,314.46,518.46,212.1,69.76,170.65,48.08,32.39,32.47,24.44,78.31,626.68,49.47,104.8,148.0,49.44,22.36,39.94,27.79,50.09,15.39,37.17,38.71,191.22,22.53,22.28,107.99,105.36,28.14
347,2021-02-08,134.84,102.59,29.7,24.41,43.58,81.7,8.41,620.45,28.95,31.84,47.01,179.04,103.97,268.81,1056.86,24.17,225.25,61.35,310.16,524.28,212.31,69.37,168.05,47.99,32.58,31.82,24.74,76.75,613.37,48.69,106.69,143.6,48.1,21.8,38.78,28.01,50.01,15.27,37.35,38.55,189.88,24.44,22.09,110.68,105.89,28.43
348,2021-02-15,134.78,100.7,28.81,24.5,43.23,80.09,8.35,593.09,28.93,30.39,46.04,172.46,103.97,270.27,1044.13,23.91,230.7,61.11,305.18,516.01,210.87,67.5,167.85,47.37,32.48,31.8,24.79,77.09,619.17,49.57,106.58,149.24,46.02,21.62,38.37,28.22,48.8,15.35,36.15,38.12,186.94,22.25,22.27,108.45,105.15,29.26
349,2021-02-22,135.85,103.18,29.96,25.17,42.99,79.64,8.29,607.32,29.12,29.41,46.2,168.87,104.47,275.11,1073.15,24.02,221.06,61.69,311.79,518.97,211.76,68.88,166.83,47.67,31.8,32.33,24.82,76.48,610.3,50.22,104.26,147.23,47.72,19.11,38.83,28.23,50.65,14.95,36.5,38.38,193.72,23.21,22.5,107.44,105.18,27.94
350,2021-03-01,136.68,101.91,29.91,24.58,43.46,81.78,8.3,613.63,28.87,28.27,45.43,177.31,103.82,275.06,1068.32,24.12,221.48,61.49,308.95,521.44,217.85,69.2,169.29,47.13,32.44,32.07,25.23,75.29,618.36,49.57,103.73,146.46,44.77,20.43,38.54,28.13,49.52,14.87,37.54,38.33,189.49,18.93,22.29,107.71,103.32,28.56
